name,addressLine,city,neighboorhoud,postcode,latitude,longitude
SCOIL NA MAINISTREACH,NEWLINE ROAD QUIN CO CLARE,CLARE,CLARE,V95P659,53.3402857,-6.5545051
SCOIL NA MAINISTREACH QUIN DANGAN,PALLASAGREEN CO LIMERICK,LIMERICK,LIMERICK,V94P6Y6,52.5369418,-8.3299475
SCOIL NA MBRAITHRE,DOON CO LIMERICK,LIMERICK,LIMERICK,V94C3V5,52.60612,-8.2435102
SCOIL NA MBRAITHRE,MURGASTY ROAD TIPPERARY,TIPPERARY,TIPPERARY,E34KR44,52.4782516,-8.1635952
SCOIL NA MBRAITHRE,BRIGOWN MITCHELSTOWN CO. CORK,CORK,CORK,P67FY81,52.263138,-8.2664449
SCOIL NA MBRAITHRE,COLLEGE STREET MULLINGAR CO. WESTMEATH,WESTMEATH,WESTMEATH,N91HE22,53.5261048,-7.3469829
SCOIL NA MBRAITHRE,MITCHELL STREET DUNGARVAN CO WATERFORD,WATERFORD,WATERFORD,X35VW31,52.0871513,-7.6228511
SCOIL NA MBRAITHRE,ROSARY PLACE MIDLETON CO. CORK,CORK,CORK,P25EK13,51.9137346,-8.1721612
SCOIL NA MBRAITHRE BOYS SENIOR SCHOOL,BAKER'S ROAD CHARLEVILLE CO. CORK,CORK,CORK,P56FX51,52.3537589,-8.6788997
SCOIL NA MBRAITHRE BOYS SNR SCH,BAKERS ROAD CHARLEVILLE CO CORK,CORK,CORK,P56RX94,52.3537589,-8.6788997
SCOIL NA MBRÁITHRE CHRÍOSTAÍ,SUNDAY'S GATE DROGHEDA CO. LOUTH,LOUTH,LOUTH,A92Y927,54.006406,-6.3997089
SCOIL NA MBRATHAR,NORTH BRUNSWICK STREET DUBLIN 7,DUBLIN,DUBLIN 7,D07P529,53.3505046,-6.2767608
SCOIL NA MBRATHAR BOYS SENIOR SCHOOL,O'RAHILLY STREET CLONAKILTY CO. CORK,CORK,CORK,P85X788,51.6207884,-8.8916142
SCOIL NA MBUACHAILLI,NEWTOWNPARK AVENUE BLACKROCK CO. DUBLIN,DUBLIN,DUBLIN COUNTY,A94H395,53.3498053,-6.2603097
SCOIL NA NAINGEAL,CARRICK ROAD BOYLE CO. ROSCOMMON,ROSCOMMON,ROSCOMMON,F52KT52,53.9724229,-8.2949585
SCOIL NA NAINGEAL NAOFA,EAS GEIPHTINE CO LUIMNI,LIMERICK,LIMERICK,V94HD30,52.5090517,-8.7474955
SCOIL NA NAOINEAN,RICKARDSTOWN NEWBRIDGE CO. KILDARE,KILDARE,KILDARE,W12FK10,53.1904836,-6.8083196
SCOIL NA NAOMH UILIG,MAREE ROAD ORANMORE CO. GALWAY,GALWAY,GALWAY,H91Y763,53.3564509,-8.8534113
SCOIL NA NGASUR,GLEANN MAGHAIR CO CHORCAI,CORK,CORK,T45RW94,51.9189448,-8.3975428
SCOIL NA NOG,BAWNOGUE ROAD CLONDALKIN DUBLIN 22,DUBLIN,DUBLIN 22,D22VF68,53.3498053,-6.2603097
SCOIL NAOIMH EANNA,NEWTOWN CRETTYARD CO. LAOIS.,LAOIS,LAOIS,R93DY27,52.994295,-7.3323007
SCOIL NAOMH ABBAN,NEW ROAD CLONDALKIN VILLAGE DUBLIN 22,DUBLIN,DUBLIN 22,D22X577,53.3171118,-6.3922382
SCOIL NAOMH AINE,SMITH'S ROAD CHARLEVILLE CO. CORK,CORK,CORK,P56AH79,51.9040751,-8.4836019
SCOIL NAOMH AINE GIRLS SENIOR SCHOOL,MONASTERADEN VIA BALLAGHADEREEN CO. SLIGO,SLIGO,SLIGO,F45VF54,54.2766103,-8.4760888
SCOIL NAOMH AODAIN,WILKINSTOWN NAVAN CO. MEATH,MEATH,MEATH,C15VW32,53.6691407,-6.6951372
SCOIL NAOMH BARRA,HOLLYMOUNT RATHMORE CO. CORK,CORK,CORK,P51A562,51.8985143,-8.4756035
SCOIL NAOMH BRID,KILLOUGHTER REDHILLS CO. CAVAN,CAVAN,CAVAN,H14X017,54.0855968,-7.3144343
SCOIL NAOMH BRID C,BATTERSTOWN TRIM CO. MEATH,MEATH,MEATH,C15TP62,53.5123894,-6.8761865
SCOIL NAOMH BRIDE,BISHOPSTOWN AVENUE WEST MODEL FARM ROAD CORK,CORK,CORK,T12TF74,51.886685,-8.5161235
SCOIL NAOMH CAITRIONA,RATHDOWN ROAD GREYSTONES CO. WICKLOW,WICKLOW,WICKLOW,A63AD73,53.1489646,-6.0748574
SCOIL NAOMH CAOIMHGHIN,BALLYFINANE FIRIES KILLARNEY CO KERRY,KERRY,KERRY,V93NP26,52.1946423,-9.6373052
SCOIL NAOMH CARTHACH,COLLEGE STREET BALLYSHANNON CO. DONEGAL,DONEGAL,DONEGAL,F94RK10,54.5014267,-8.186165
SCOIL NAOMH CHAITRIONA,OILEÁN THORAÍ CO. DHÚN NA NGALL,DONEGAL,DONEGAL,F92XV52,55.2650089,-8.2245572
SCOIL NAOMH CHOLMCILLE,DRUMMAN RAMELTON CO DONEGAL,DONEGAL,DONEGAL,F92NY91,55.0419943,-7.7045723
SCOIL NAOMH CHOLMCILLE,KILLIMOR BALLINASLOE CO. GALWAY,GALWAY,GALWAY,H53YK58,53.1882563,-8.2433313
SCOIL NAOMH COLMCHILLE,NEWBROOK ROAD DONAGHMEDE DUBLIN 13,DUBLIN,DUBLIN 13,D13XP49,53.3967797,-6.1591405
SCOIL NAOMH COLMCILLE,BORRISOLEIGH THURLES CO TIPPERARY,TIPPERARY,TIPPERARY,E41EK29,52.7478959,-7.9592121
SCOIL NAOMH CUALÁN,THE GLEBE INNISKEEN DUNDALK CO LOUTH,MONAGHAN,MONAGHAN,A91DW66,54.0032824,-6.5788641
SCOIL NAOMH DEAGHA,MACHAIRE RABHARTAIGH GORT A CHOIRCE CO. DHÚN NA NGALL,DONEGAL,DONEGAL,F92AW64,55.1440006,-8.177566
SCOIL NAOMH DUBHTHACH,BULLAUN LOUGHREA CO GALWAY,GALWAY,GALWAY,H62EY13,53.249194,-8.554343
SCOIL NAOMH EANNA,LISMINTON BALLINTRA CO. DONEGAL,DONEGAL,DONEGAL,F94W018,54.583966,-8.1196743
SCOIL NAOMH EARNAN,DR MANNIX ROAD SALTHILL GALWAY,GALWAY,GALWAY,H91Y725,53.2646465,-9.0833844
SCOIL NAOMH EINDE,KINSALE CO CORK,CORK,CORK,P17CF82,51.7050609,-8.528906
SCOIL NAOMH ELTIN,BALLINCURRIG CORK,CORK,CORK,T56KR89,51.7050609,-8.528906
SCOIL NAOMH EOIN BAISTE,UPPER NEW STREET KILKENNY,KILKENNY,KILKENNY,R95E221,52.6549027,-7.2464029
SCOIL NAOMH EOIN DEA,PASSAGE ROAD WATERFORD,WATERFORD,WATERFORD,X91TX47,52.2593197,-7.1100703
SCOIL NAOMH ERC,SCHOOL LANE COLLON CO. LOUTH,LOUTH,LOUTH,A92WV96,53.7767842,-6.4830488
SCOIL NAOMH FAINCHE,KILGELLIA ATTYMASS BALLINA CO. MAYO,MAYO,MAYO,F26HH36,54.050272,-9.0828093
SCOIL NAOMH FEICHIN,ILLISTRIN LETTERKENNY CO. DONEGAL,DONEGAL,DONEGAL,F92WD21,54.6548993,-8.1040967
SCOIL NAOMH FIACHRA,WHITECASTLE QUIGLEY'S POINT CO. DONEGAL,DONEGAL,DONEGAL,F93XR29,55.1403981,-7.1772731
SCOIL NAOMH FIONAN,CUL NA SMEAR DUNGARBHAN CO WATERFORD,WATERFORD,WATERFORD,X35KF88,52.1399423,-7.6457806
SCOIL NAOMH IDE,NEW ROAD CLONDALKIN DUBLIN 22,DUBLIN,DUBLIN 22,D22ED72,53.3174329,-6.3925806
SCOIL NAOMH IDE,RATHKEALE ROAD ADARE CO. LIMERICK,LIMERICK,LIMERICK,V94FK30,52.663839,-8.6267299
SCOIL NAOMH IOSAF,LATHALEER BALTINGLASS CO. WICKLOW,WICKLOW,WICKLOW,W91EF95,52.9368727,-6.7009217
SCOIL NAOMH IOSAF,CONNAGHKINNEGO BALLYMAGAN BUNCRANA CO. DONEGAL,DONEGAL,DONEGAL,F93HX30,55.15701,-7.3541387
SCOIL NAOMH IÓSAF,RÁTHÚN BEARNA CO. NA GAILLIMHE,GALWAY,GALWAY,H91WY28,53.2810982,-9.1293559
SCOIL NAOMH IOSEF,CASTLEHACKETT BELCLARE TUAM CO. GALWAY,GALWAY,GALWAY,H54FY23,53.449536,-8.9829409
SCOIL NAOMH IOSEF,THOMAS STREET RATHKEALE CO. LIMERICK,LIMERICK,LIMERICK,V94EH60,52.6726447,-8.615527
SCOIL NAOMH IOSEF,BALLYHEIGUE TRALEE CO. KERRY,KERRY,KERRY,V92DR72,52.4037092,-9.8144563
SCOIL NAOMH IOSEF,GOREY CO. WEXFORD,WEXFORD,WEXFORD,Y25E135,52.6784046,-6.3123625
SCOIL NAOMH IOSEPH,HOLLYWOOD ROAD TYRELLSTOWN DUBLIN 15,DUBLIN,DUBLIN 15,D15CH64,53.2860121,-6.3002177
SCOIL NAOMH LUCAIS,STRAND ROAD PORTMARNOCK CO. DUBLIN,DUBLIN,DUBLIN COUNTY,D13PF29,53.2860121,-6.3002177
SCOIL NAOMH MHUIRE,CAHERLEVOY MOUNTCOLLINS ABBEYFEALE CO. LIMERICK,LIMERICK,LIMERICK,V94K036,52.3218907,-9.207938
SCOIL NAOMH MHUIRE,MAREE ORANMORE CO. GALWAY,GALWAY,GALWAY,H91PK19,53.231842,-8.9490706
SCOIL NAOMH MHUIRE,MOUNTBELLEW BALLINASLOE CO. GALWAY,GALWAY,GALWAY,H53DV74,53.3063233,-9.0345749
SCOIL NAOMH MHUIRE,CARNMALIN MALIN CO. DONEGAL,DONEGAL,DONEGAL,F93FP76,55.3615766,-7.3352857
SCOIL NAOMH MHUIRE,TULLYBUCK CLONTIBRET CO. MONAGHAN,MONAGHAN,MONAGHAN,H18XN29,54.2161495,-6.8510139
SCOIL NAOMH MHUIRE,BALLINCOLLIG CO. CORK,CORK,CORK,P31N265,51.886993,-8.5934389
SCOIL NAOMH MHUIRE NATIONAL SCHOOL,ST. MEL'S ROAD LONGFORD,LONGFORD,LONGFORD,N39AX75,53.582739,-7.9400605
SCOIL NAOMH MICHEAL,WEST END SNEEM CO. KERRY,KERRY,KERRY,V93X243,51.8385467,-9.9048652
SCOIL NAOMH MICHEAL,CHURCH ROAD BLACKROCK CORK,CORK,CORK,T12E620,51.8957366,-8.4200767
SCOIL NAOMH MICHEAL,GRANGE CO. SLIGO,SLIGO,SLIGO,F91W326,54.3930917,-8.5260426
SCOIL NAOMH MOLAISE,KNOCKROON HEADFORD CO. GALWAY,GALWAY,GALWAY,H91Y3Y4,53.3564509,-8.8534113
SCOIL NAOMH PADRAIG,ORAM CASTLEBLAYNEY CO. MONAGHAN,MONAGHAN,MONAGHAN,A75XN97,54.143053,-6.6957983
SCOIL NAOMH PADRAIG,MOYLOUGH BALLINASLOE CO. GALWAY,GALWAY,GALWAY,H53PF54,53.4874221,-8.5627502
SCOIL NAOMH PADRAIG,HAZELHATCH CELBRIDGE CO. KILDARE,KILDARE,KILDARE,W23Y300,53.2860121,-6.3002177
SCOIL NAOMH PADRAIG,CHURCH ROAD CARNDONAGH,DONEGAL,DONEGAL,F93T935,54.6548993,-8.1040967
SCOIL NAOMH PEADAR,KNOCKCOMMON BEAUPARC CO MEATH,MEATH,MEATH,C15X959,53.6691407,-6.6951372
SCOIL NAOMH PIO,MAGHERABEG MANORCUNNINGHAM CO. DONEGAL,DONEGAL,DONEGAL,F92PK26,54.6548993,-8.1040967
SCOIL NAOMH PROINNSEAS,GORTNACLOHY SKIBBERREEN CO. CORK,CORK,CORK,P81A364,51.5526685,-9.2604096
SCOIL NAOMH SEOSAMH,MITCHELL STREET DUNGARVAN CO. WATERFORD,WATERFORD,WATERFORD,X35P527,52.0878151,-7.6229359
SCOIL NAOMH SEOSAMH,RATHDONNELL TRENTAGH LETTERKENNY,DONEGAL,DONEGAL,F92K403,54.6545075,-8.0953929
SCOIL NAOMH SEOSAMH,BOOT ROAD CLONDALKIN DUBLIN 22,DUBLIN,DUBLIN 22,D22PY13,53.3646316,-6.2588337
SCOIL NAOMH SEOSAMH,TIERNASLIGO URRIS CLONMANY LIFFORD CO DONEGAL,DONEGAL,DONEGAL,F93KD53,54.6545075,-8.0953929
SCOIL NAOMH TREASA C,DÚN SEACHLAINN CO. NA MÍ,MEATH,MEATH,A85D266,53.5139317,-6.5432795
SCOIL NA RITHE,MERVUE GALWAY,GALWAY,GALWAY,H91A3H2,53.2819441,-9.013117
SCOIL NA TRÍONÓIDE NAOFA,LOUGHSHINNY SKERRIES CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K34T853,53.5464518,-6.0901684
SCOIL N. BREANDAN,BAILE HARMAIN BAILE ÁTHA CLIATH 5,DUBLIN,DUBLIN 5,D05VF95,53.3821258,-6.1964247
SCOIL NEASAIN,MUNGRET CO. LIMERICK,LIMERICK,LIMERICK,V94FY29,52.6309384,-8.6683743
SCOIL NEASSAIN,KEENAGH BALLINA CO. MAYO,MAYO,MAYO,F26XR04,54.0444105,-9.4701633
SCOIL NÉIFINN,BELLEVUE ROAD FRANKFIELD GRANGE CORK,CORK,CORK,T12HD86,51.8985143,-8.4756035
SCOIL NIOCLAIS,GLYNN SAINT MULLLINS CO. CARLOW,CARLOW,CARLOW,R95XH58,52.7232217,-6.8108295
SCOIL N MOLING-GLYNN,GORTATLEA TRALEE CO. KERRY,KERRY,KERRY,V92KX44,52.234029,-9.5545326
SCOIL NUACHABHAIL,GORTBOY NEWCASTLE WEST CO. LIMERICK,LIMERICK,LIMERICK,V42X343,52.4537982,-9.0569657
SCOIL O CURAIN B,BALLYVOLANE CORK,CORK,CORK,T23XF51,51.9215752,-8.4596825
SCOIL OILIBHEIR NAOFA,COAST ROAD BETTYSTOWN CO. MEATH,MEATH,MEATH,A92H762,53.6916819,-6.2439928
SCOIL OILIBHEIR NAOFA,BALLYMAKENNY ROAD DROGHEDA CO. LOUTH,LOUTH,LOUTH,A92NV26,53.6916819,-6.2439928
SCOIL OILIBHÉIR NAOFA,BALLYLINAN CO. LAOIS,LAOIS,LAOIS,R14HK31,52.9470983,-7.04644
SCOIL PADRAIG,VEVAY ROAD BRAY CO. WICKLOW,WICKLOW,WICKLOW,A98F652,53.1998595,-6.1091498
SCOIL PADRAIG NAOFA,DUBLIN ROAD LIMERICK,LIMERICK,LIMERICK,V94NX84,52.6639665,-8.6065119
SCOIL PADRAIG NAOFA B,HOLLYPARK BLACKROCK CO. DUBLIN,DUBLIN,DUBLIN COUNTY,A94FE02,53.2801917,-6.1749565
SCOIL PADRAIG NAOFA B,DUBLIN ROAD LIMERICK,LIMERICK,LIMERICK,V94X3W6,52.6649403,-8.6072242
SCOIL PADRAIG NAOFA C,CHURCHFIELD TERRACE WEST CHURCHFIELD CORK,CORK,CORK,T23DH24,51.8688025,-8.4040458
SCOIL PADRE PIO N S,DOBHAR NA DOIRÍ BEAGA LEITIR CEANAINN,DONEGAL,DONEGAL,F92VK88,54.6548993,-8.1040967
SCOIL PHADRAIG,RASHENNY CLONMANY CO. DONEGAL,DONEGAL,DONEGAL,F93PY90,55.2795124,-7.3492956
SCOIL PHADRAIG,MILLTOWN MULLINGAR CO. WESTMEATH,WESTMEATH,WESTMEATH,N91YA24,53.5394276,-7.5453005
SCOIL PHADRAIG,GARRON TYHOLLAND CO MONAGHAN,MONAGHAN,MONAGHAN,H18Y586,54.0110951,-6.8209995
SCOIL PHADRAIG,CORDUFF CARRICKMACROSS CO. MONAGHAN,MONAGHAN,MONAGHAN,A81PP78,54.0110951,-6.8209995
SCOIL PHADRAIG,NEWPORT ROAD WESTPORT CO MAYO,MAYO,MAYO,F28V023,53.8025588,-9.5219316
SCOIL PHADRAIG,SCOIL PHÁDRAIG DRUMKEEN BALLYBOFEY,DONEGAL,DONEGAL,F93TP03,54.8671907,-7.7576299
SCOIL PHÁDRAIG,AN TOM ARD BAILE ÁTHA Í CO. CHILL DARA,KILDARE,KILDARE,R14D773,53.0033623,-6.9827944
SCOIL PHADRAIG NAOFA,CARRICKEDMOND KILCURRY DUNDALK CO. LOUTH,LOUTH,LOUTH,A91D302,54.0443335,-6.4252305
SCOIL PHADRAIG NAOFA,FOXWOOD ROCHESTOWN CO. CORK,CORK,CORK,T12HX79,51.8688025,-8.4040458
SCOIL PHOBAIL,CLUAIN SAILEACH BAILE ATHA CLIATH 15,DUBLIN,DUBLIN 15,D15FW97,53.3887384,-6.3957173
SCOIL PHOBAIL CHUIL MHIN,CARNA CO NA GAILLIMHE,GALWAY,GALWAY,H91DH50,53.4782409,-10.0216197
SCOIL PHOBAIL MHIC DARA,RATHMORE CO. KERRY,KERRY,KERRY,P51PR53,52.079006,-9.2465661
SCOIL PHOBAIL SLIABH LUACHRA,ST. PAUL'S SCHOOL DOORADOYLE,LIMERICK,LIMERICK,V94Y62V,52.6375424,-8.6516051
SCOIL PHOIL NAOFA,KILFINANE CO. LIMERICK,LIMERICK,LIMERICK,V35YH27,52.3614944,-8.4714108
SCOIL REALT NA MARA,BALLYCOTTON MIDLETON CO. CORK,CORK,CORK,P25RX22,51.8305599,-8.016092
SCOIL REALT NA MARA,CHAPEL STREET KILKEE CO. CLARE,CLARE,CLARE,V15VY11,52.6786439,-9.646718
SCOIL REALT NA MARA,BALBRIGGAN ROAD SKERRIES CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K34VW10,53.5804552,-6.1208975
SCOIL ROIS,AN CLOCHÁN LIATH CO. DHÚN NA NGALL,DONEGAL,DONEGAL,F94WF64,54.6548993,-8.1040967
SCOIL ROISIN,OILEÁN TRÁ BHÁN LEITIR MÓIR CO. NA GAILLIMHE,GALWAY,GALWAY,H91E8Y0,53.2701971,-9.0582318
SCOIL RONAIN,KILLENAULE THURLES CO TIPPERARY,TIPPERARY,TIPPERARY,E41XY95,52.5719819,-7.6770305
SCOIL RUAIN,REDCROSS CO. WICKLOW,WICKLOW,WICKLOW,A67VY99,52.8873428,-6.1464278
SCOIL SAN EOIN,DUNNAMAGGIN CO. KILKENNY,KILKENNY,KILKENNY,R95E299,52.5040504,-7.2998149
SCOIL SAN LIONARD,BÓTHAR NA HABHANN MÓIRE TAMHLACHT BAILE ÁTHA CLIATH 24,DUBLIN,DUBLIN 24,D24TW35,53.3498053,-6.2603097
SCOIL SANTAIN,CLONLARA CO. CLARE,CLARE,CLARE,V94FP92,52.8439049,-8.9817324
SCOIL SEANAIN NAOFA,TUOGH ADARE CO. LIMERICK,LIMERICK,LIMERICK,V94HC65,52.5716748,-8.8368618
SCOIL TEAMPALL TOINNE,LAUREL LODGE CASTLEKNOCK DUBLIN 15,DUBLIN,DUBLIN 15,D15VW02,53.3781924,-6.3778063
SCOIL THOMAIS,CULLOHILL RATHDOWNEY CO. LAOIS,LAOIS,LAOIS,R32WV79,52.8210212,-7.4775671
SCOIL TÍGHEARNACH NAOFA,PATRICKSWELL CO. LIMERICK,LIMERICK,LIMERICK,V94YF44,52.6006851,-8.7138705
SCOIL TOBAR PADRAIG,BALLYCULLEN AVENUE FIRHOUSE DUBLIN 24,DUBLIN,DUBLIN 24,D24E985,53.2808006,-6.3390175
SCOIL TREASA FIRHOUSE,DRUMCARBIT MALIN CO. DONEGAL,DONEGAL,DONEGAL,F93KP89,53.2817329,-6.3421535
SCOIL TREASA NAOFA,PETRIE ROAD DONORE AVENUE DUBLIN 8,DUBLIN,DUBLIN 8,D08XP02,53.3345031,-6.27927
SCOIL TREASA NAOFA,LOTA GLANMIRE,CORK,CORK,T23W920,51.9086031,-8.3999205
SCOIL TRIEST,NORTH RICHMOND STREET DUBLIN 1,DUBLIN,DUBLIN 1,D01H9X5,53.3592965,-6.2515085
SCOIL UI CHONAILL BOYS SENIORS,BÓTHAR CHILL DROICHID MAIGH NUAD CO. CHILL DARA,KILDARE,KILDARE,W23T207,53.3611602,-6.2074861
SCOIL UÍ GHRAMHNAIGH,BARN ROAD DUNLEER CO. LOUTH,LOUTH,LOUTH,A92FY96,53.8264735,-6.3829678
SCOIL UI MHUIRI,AN BHANÓG CILL CHOCA CO CHILL DARA,KILDARE,KILDARE,W23KNW8,53.3998919,-6.6769866
SCOIL UÍ RIADA,SCOIL UNA NAOFA,ARMAGH ROAD CRUMLIN DUBLIN 12,DUBLIN,DUBLIN 12,53.3205108,-6.3067696
SCOIL ÚNA NAOFA,BLACKROCK ROAD CORK,CORK,CORK,T12XC91,51.8959232,-8.4140977
SCOIL URSULA,KINVARA CO GALWAY,GALWAY,GALWAY,H91N5P2,53.1387466,-8.935411
SEAMOUNT COLLEGE,KINGSCOURT ROAD SHERCOCK CO. CAVAN,CAVAN,CAVAN,A81DK60,53.9765424,-7.2996623
SEARCOG I N S,CLAREEN BIRR CO. OFFALY,OFFALY,OFFALY,R42KA97,53.9950108,-6.8979854
SEIR KIERANS N S,WESTGATE WEXFORD CO WEXFORD,WEXFORD,WEXFORD,Y35RY27,52.336916,-6.4633381
SELSKAR COLLEGE (COLÁISTE SHEILSCIRE),LIMEKILN ROAD GREENHILLS DUBLIN 12,DUBLIN,DUBLIN COUNTY,D12VY8A,53.3498053,-6.2603097
SHANAGARRY N S,SHANAGOLDEN CO. LIMERICK,LIMERICK,LIMERICK,V94H642,51.8527122,-8.0299249
SHANAGOLDEN N S,SHANBALLY RINGASKIDDY CO. CORK,CORK,CORK,P43W990,52.5746155,-9.1004049
SHANBALLY N S,NEWTOWNSHANDRUM CHARLEVILLE CO. CORK,CORK,CORK,P56X803,51.8309928,-8.353374
SHANDRUM NATIONAL SCHOOL,SHANGANAMORE ATHY CO. LAOIS,LAOIS,LAOIS,R14K659,52.9534459,-6.9935885
SHANGANAMORE N S,CORRIB DRIVE SHANNON CO. CLARE,CLARE,CLARE,V14N795,52.8439049,-8.9817324
SHANNON AIRPORT 1 N S,SHANNON AIRPORT NO 2 DRUMGGELY AVE SHANNON,CLARE,CLARE,V14Y970,52.6996573,-8.9146911
SHANNON AIRPORT  NO 2 NS,SHANNON CO CLARE,CLARE,CLARE,V14Y434,52.6996573,-8.9146911
SHANNON COMPREHENSIVE SCHOOL,ROSLYN PARK NEWGROVE AVE SANDYMOUNT DUBLIN 4,DUBLIN,DUBLIN 4,D04F8P5,52.7117822,-8.8783365
SHELLYBANKS EDUCATE TOGETHER NATIONAL SCHOOL,SHIELBAGGAN NEW ROSS CO. WEXFORD,WEXFORD,WEXFORD,Y34Y656,52.4793603,-6.5839913
SHILLELAGH NO 1 N S,SHINCHILL KILLEIGH CO. OFFALY,OFFALY,OFFALY,R35FF20,53.2161849,-7.4493794
SHINCHILL N S,SHINRONE BIRR CO. OFFALY,OFFALY,OFFALY,R42XE30,52.985072,-7.9231999
SHINRONE MIXED N S,LATTIN CO. TIPPERARY,TIPPERARY,TIPPERARY,E34KH30,52.4703893,-8.250067
SHRONELL N S,SILVERMINES NENAGH CO. TIPPERARY,TIPPERARY,TIPPERARY,E45T658,52.7918063,-8.2383608
SILVERMINES N S,SCHOOL ROAD SIXMILEBRIDGE CO. CLARE,CLARE,CLARE,V95TKV0,52.7437613,-8.7795731
SIXMILEBRIDGE N S,GORTEEN SKEAGHVASTEEN CO. KILKENNY,KILKENNY,KILKENNY,R95D529,52.7420054,-8.7724005
SKEAGHVASTHEEN N S,SKERRIES COMMUNITY COLLEGE BALBRIGGAN STREET SKERRIES CO DUBLIN,DUBLIN,DUBLIN COUNTY,K34HH29,53.5791861,-6.1158933
SKERRIES COMMUNITY COLLEGE,KELLYS BAY SKERRIES CO. DUBLIN,DUBLIN,DUBLIN COUNTY,K34CX46,53.5791872,-6.1156303
SKERRIES EDUCATE TOGETHER NATIONAL SCHOOL,SKIBBEREEN CO CORK,CORK,CORK,P81P520,53.5805519,-6.1078779
SLATTA N S,KYLEBALLYGALVAN THE COMMONS THURLES CO. TIPPERARY,TIPPERARY,TIPPERARY,E41PD39,52.6250118,-7.5442282
SLIEVEARDAGH N S,SLIEVERUE CO. KILKENNY,KILKENNY,KILKENNY,X91YA26,52.2833114,-7.0664935
SLIEVERUE MIXED N S,THE MALL SLIGO,SLIGO,SLIGO,F91YW68,54.2766103,-8.4760888
SLIGO GRAMMAR SCHOOL,ABBEY QUARTER SLIGO,SLIGO,SLIGO,F91XF51,54.2729652,-8.463732
SLIGO PROJECT SCHOOL,ADAMSTOWN ENNISCORTHY CO. WEXFORD,WEXFORD,WEXFORD,Y21VY56,54.2766103,-8.4760888
S N ABBAIN,AGHABULLOGUE CO. CORK,CORK,CORK,P12P406,51.9446628,-8.8076165
S N ACHADH BOLG,AHIOHILL ENNISKEANE CO. CORK,CORK,CORK,P47VY31,51.7059737,-8.8842388
S N ACHAIDH AN GHLAISIN,AN LUINNIGH DOIRE BEAGA LEITIR CEANAINN CO. DHUN NA NGALL,DONEGAL,DONEGAL,F92C963,55.0973483,-8.2790025
S N AENGHUSA,FANALEEN KILSHANNY CO. CLARE,CLARE,CLARE,V95XF75,52.9834975,-9.3011128
S N AIBHISTIN NAOFA,KILLINURE BRITTAS CO. LIMERICK,LIMERICK,LIMERICK,V94T184,52.6138043,-8.4369437
S N AILBHE,LEITRIM KYLEBRACK EAST LOUGHREA CO. GALWAY,GALWAY,GALWAY,H62KN83,53.1598781,-8.485628
S N AINDREIS NAOFA,CURRAGHA ASHBOURNE CO. MEATH,MEATH,MEATH,A84DF89,53.5377568,-6.4431315
S N AINDREIS NAOFA,LOUGHCUTRA GORT CO. GALWAY,GALWAY,GALWAY,H91C6D6,53.0112705,-8.8125954
S N AINE NAOFA,SEAFIELD BONMAHON CO. WATERFORD,WATERFORD,WATERFORD,X42TH28,52.1543904,-7.3834303
S N AINE NFA SEAFIELD,AILLEBRACK BALLYCONNEELY CO GALWAY,GALWAY,GALWAY,H71EP65,53.4177337,-10.1190231
SN AN AILL BHREACH,ARDFIELD CLONAKILTY CO. CORK,CORK,CORK,P85H566,51.5711474,-8.9104874
S N AN AIRD,AIRD MHOIR CILL CHIARAIN CO. NA GAILLIMHE,GALWAY,GALWAY,H91D8X3,53.3053423,-9.7747036
S N AN BAILE NUA,CLOGHAUN CLAREGALWAY CO. GALWAY,GALWAY,GALWAY,H91WY22,53.3763789,-8.9423679
S N AN BHAIN MHOIR,ARD A RATHA CO DHUN NA NGALL,DONEGAL,DONEGAL,F94CX52,54.7467452,-8.4326147
S N AN BHREACAIGH,CREEVY BALLYSHANNON CO. DONEGAL,DONEGAL,DONEGAL,F94X766,54.5205016,-8.2269692
SN AN BR M O CLEIRIGH,BALLYDUFF DUNGARVAN CO. WATERFORD,WATERFORD,WATERFORD,X35CK23,52.1943549,-7.6227512
S N AN CARRAIG LIATH,AN CAISEAL GLEANN CHOLMCILLE CO. DHÚN NA NGALL,DONEGAL,DONEGAL,F94W968,54.6548993,-8.1040967
S N AN CHAISEAL,KILLIAN N.S. INVER CO. DONEGAL,DONEGAL,DONEGAL,F94RD30,54.6860761,-8.2628715
S N AN CHILLIN,CLASHMORE CO. WATERFORD,WATERFORD,WATERFORD,P36ET78,52.1758844,-7.3353921
S N AN CHLAIS MHOR,CHURCH STREET KANTURK CO. CORK,CORK,CORK,P51F654,51.8865003,-8.5709716
S N AN CHLOCHAIR,AN CLOCHÁN CO. CHIARRAÍ,KERRY,KERRY,V92YP27,52.237191,-10.1809073
S N AN CHOIMIN,AN CHRIOCH KILRUSH,CLARE,CLARE,V15YD63,52.7470278,-9.4309077
S N AN CHRIOCH,CASTLE STREET UPPER TRALEE CO. KERRY,KERRY,KERRY,V92X093,52.2683239,-9.7013555
S N AN CHROI NAOFA,COOLE MULLINGAR CO. WESTMEATH,WESTMEATH,WESTMEATH,N91E3FN,53.699931,-7.3723758
