"AIRO_ID","Roll_No","Off_Name","Add_1","Add_2","Add_3","Add_4","County","Gender","Pupil_Att","Irish_Lan","Fee","Ethos","F_13_14","M_13_14","xcoord","ycoord","Long","Lat"
161,"62010C","St. Joseph's Secondary School","Spanish Point","Milown Malbay","Co Clare","","Clare","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",122,147,103589,178239,103589,178239
162,"62020F","St. Joseph's Secondary School","Tulla","Co. Clare","","","Clare","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",193,225,148835,179551,148835,179551
163,"62050O","Árdscoil Uí Urmoltaigh","Droichead na Bandan","Co Chorcaí","","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,375,148651,55162,148651,55162
164,"62060R","Bandon Grammar School","Bandon","Co Cork","","","Cork","Mixed","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",255,360,148276,53672,148276,53672
165,"62061T","Coláiste Na Toirbhirte","Árd Aoibhinn","Bandon","Co Cork","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",529,0,149513,54410,149513,54410
166,"62090D","Scoil Mhuire gan Smal","Blarney","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",288,325,161524,75649,161524,75649
167,"62130M","Coláiste An Chroí Naofa","Carraig na bhFear","Co Chorcaí","","","Cork","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",203,285,167766,81441,167766,81441
168,"62140P","St Aloysius College","Carrigtwohill","Co Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",728,0,182193,73076,182193,73076
169,"62170B","Sacred Heart Secondary School","Convent of Mercy","Clonakilty","Co. Cork","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",521,0,139080,41876,139080,41876
170,"62180E","Coláiste Muire","Bishop's St","Cobh","Co Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",287,293,179800,66936,179800,66936
171,"62200H","Colaiste Muire","Crosshaven","Co. Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",315,216,179481,60978,179481,60978
172,"62210K","Nagle Rice Secondary School","Doneraile","Co. Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",74,92,160155,107868,160155,107868
173,"62260C","Coláiste Cholmáin","Mainistir Fhearmuí","Co Chorcai","","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,438,180988,98250,180988,98250
174,"62270F","Loreto Secondary School","Fermoy","Co Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",651,0,181091,98203,181091,98203
175,"62290L","Scoil Mhuire","Kanturk","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",161,119,137689,103272,137689,103272
176,"62301N","Colaiste An Phiarsaigh","Gleann Maghair","Corcaigh","","","Cork","Mixed","Mixed","All pupils taught all subjects through Irish","N","CATHOLIC",283,238,172637,74019,172637,74019
177,"62310O","De La Salle College","Macroom","Co Cork","","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,307,133617,73101,133617,73101
178,"62320R","St Mary'S Secondary School","Convent Of Mercy","Macroom","Co. Cork","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",317,0,134102,72776,134102,72776
179,"62330U","Patrician Academy","Mallow","Co Cork","","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,390,155895,98784,155895,98784
180,"62350D","St Mary's Secondary School","Convent Of Mercy","Mallow","Co Cork","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",576,0,156142,98972,156142,98972
181,"62360G","Christian Brothers Secondary School","Castleredmond","Midleton","Co Cork","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,603,188325,72790,188325,72790
182,"62370J","Midleton College","Midleton","Co Cork","","","Cork","Mixed","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",146,228,188392,73643,188392,73643
183,"62380M","St Mary's High School","Midleton","Co Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",618,0,188385,72858,188385,72858
184,"62420V","Christian Brothers Secondary School","Mitchelstown","Co Cork","","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,323,181842,112431,181842,112431
185,"62421A","Presentation Secondary School","Mitchelstown","Co Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",269,0,181936,112615,181936,112615
186,"62440E","Scoil na mBráithre Chríostaí","Bakers Road","Charleville","Co Cork","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,303,153769,122715,153769,122715
187,"62450H","St. Mary's Secondary School","Convent Of Mercy","Charleville","Co Cork","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",411,0,153252,122780,153252,122780
188,"62460K","St Francis Capuchin College","Rochestown","Co Cork","","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,672,174148,68564,174148,68564
189,"62470N","Mount St Michael","Rosscarbery","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",181,220,128951,37152,128951,37152
190,"62480Q","St Fachtna's - De La Salle College","Skibbereen","Co Cork","","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,297,112417,34105,112417,34105
191,"62490T","Mercy Heights Secondary School","Skibbereen","Co Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",409,0,112552,33968,112552,33968
192,"62520C","Christian Brothers College","Sidney Hill","Wellington Road","Cork.","","Cork","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,841,167855,72428,167855,72428
193,"62530F","North Monastery Secondary School","Our Lady's Mount","North Monastery Rd.","Cork","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,365,166974,72921,166974,72921
194,"62531H","Gaelcholáiste Mhuire","An Mhainistir Thuaidh","Corcaigh","","","Cork","Mixed","Day","All pupils taught all subjects through Irish","N","CATHOLIC",167,284,166974,73057,166974,73057
195,"62540I","Deerpark C.B.S.","St Patrick's Road","Cork","","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,245,167433,70918,167433,70918
196,"62560O","Coláiste Chríost Rí","Capwell Road","Cork","","","Cork","Boys","Day","Some pupils taught some subjects through Irish","N","CATHOLIC",0,632,168071,70869,168071,70869
197,"62570R","Presentation Brothers College","The Mardyke","Cork","","","Cork","Boys","Day","No subjects taught through Irish","Y","CATHOLIC",0,670,166661,71764,166661,71764
198,"62580U","Coláiste An Spioraid Naoimh","Bishopstown","Cork","","","Cork","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,687,164410,70154,164410,70154
199,"62590A","St Vincent's Secondary School","St Mary's Road","Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",275,0,167126,72760,167126,72760
200,"62621I","North Presentation Secondary School","Farranree","Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",271,0,166636,73369,166636,73369
201,"62630J","St Aloysius School","St Maries Of The Isle","Sharman Crawford Street","Cork","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",258,0,166852,71550,166852,71550
202,"62640M","St. Angela's College","Griffith College Campus","Wellington Road","Cork","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",534,0,167632,72327,167632,72327
203,"62650P","Ursuline Secondary School","Blackrock","Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",193,0,171405,71530,171405,71530
204,"62661U","Mount Mercy College","Model Farm Road","Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",778,0,164461,70923,164461,70923
205,"62690E","Scoil Mhuire","2 Sidney Place","Wellington Road","Cork","","Cork","Girls","Day","No subjects taught through Irish","Y","CATHOLIC",360,0,167832,72272,167832,72272
206,"62691G","Regina Mundi College","Douglas Road","Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",518,0,169489,70139,169489,70139
207,"62692I","Christ King Girls' Secondary School","Half Moon Lane","South Douglas Road","Cork","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",1,0,168222,70272,168222,70272
208,"62693K","Presentation Secondary School","Ballyphehane","Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",295,0,167107,70232,167107,70232
209,"62730N","St Patricks College","Gardiner's Hill","Cork","","","Cork","Girls","Day","No subjects taught through Irish","N","CATHOLIC",298,0,168740,72945,168740,72945
210,"62770C","Scoil Mhuire Secondary School","St. Oran's Road","Buncrana","Co. Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",279,311,234615,431703,234615,431703
211,"62830R","St Eunan's College","Letterkenny","Co Donegal","","","Donegal","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,838,216355,411632,216355,411632
212,"62840U","Loreto Secondary School","Letterkenny","Co Donegal","","","Donegal","Girls","Day","No subjects taught through Irish","N","CATHOLIC",973,0,216630,411432,216630,411432
213,"62861F","St Columbas College","Stranorlar","Co. Donegal","","","Donegal","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",445,451,214551,395189,214551,395189
214,"62870G","Presentation College","Athenry","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",531,557,150224,228127,150224,228127
215,"62880J","Colaiste Sheosaimh","Gearrbhaile","Beál Áth na Slua","Co na Gaillimhe","","Galway","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,504,183442,230389,183442,230389
216,"62890M","Ardscoil Mhuire","Mackney","Ballinasloe","Co Galway","","Galway","Girls","Day","No subjects taught through Irish","N","CATHOLIC",544,0,183606,230228,183606,230228
217,"62900M","Coláiste Mhuire","Ballygar","Co. Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",106,130,178742,252723,178742,252723
218,"62930V","St. Cuan's College","Castleblakney","Ballinasloe","Co Galway","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",142,160,168596,242145,168596,242145
219,"62960H","St Joseph's College","Nun's Island","Galway","","","Galway","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,758,129459,225189,129459,225189
220,"62970K","Coláiste Iognáid S.J.","Br. Na Mara","Gaillimh","","","Galway","Mixed","Day","Some pupils taught some subjects through Irish","N","CATHOLIC",263,341,129235,224899,129235,224899
221,"62980N","St. Mary's College","St. Mary's Road","Galway","","","Galway","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,441,128854,225027,128854,225027
222,"62981P","Coláiste Einde","Threadneedle Road","Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",254,503,127341,224454,127341,224454
223,"62990Q","Dominican College","Taylors Hill","Galway","","","Galway","Girls","Day","No subjects taught through Irish","N","CATHOLIC",645,0,128197,224760,128197,224760
224,"63000E","Presentation Secondary School","Presentation Rd","Galway","","","Galway","Girls","Day","No subjects taught through Irish","N","CATHOLIC",226,0,129351,225305,129351,225305
225,"63001G","Jesus & Mary Secondary School","Salerno Secondary School","Threadneedle Rd","Salthill","Galway","Galway","Girls","Day","No subjects taught through Irish","N","CATHOLIC",608,0,127345,224243,127345,224243
226,"63010H","Meán Scoil Mhuire","Newtownsmith","Galway","","","Galway","Girls","Day","No subjects taught through Irish","N","CATHOLIC",255,0,129733,225430,129733,225430
227,"63040Q","Presentation College","Headford","Co. Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",367,389,126311,247030,126311,247030
228,"63050T","Seamount College","Kinvara","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",254,86,137448,210179,137448,210179
229,"63070C","St Raphaels College","Loughrea","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",245,177,162443,216480,162443,216480
230,"63090I","Holy Rosary College","Mountbellew","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",260,293,167012,246725,167012,246725
231,"63100I","Calasanctius College","Oranmore","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",398,407,137783,224515,137783,224515
232,"63101K","St Pauls","Oughterard","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",168,196,111755,243017,111755,243017
233,"63130R","Colaiste Chroi Mhuire","An Spideal","Co Na Gaillimhe","","","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","CATHOLIC",86,110,112762,222255,112762,222255
234,"63160D","St. Brigid's School","Convent Of Mercy","Tuam","Co. Galway","","Galway","Girls","Day","No subjects taught through Irish","N","CATHOLIC",319,0,143797,251735,143797,251735
235,"63170G","Presentation College","Currylea","Tuam","Co Galway","","Galway","Girls","Day","No subjects taught through Irish","N","CATHOLIC",445,0,143749,251862,143749,251862
236,"63171I","Mercy College","Woodford","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",99,89,173408,199857,173408,199857
237,"63190M","Marist College","Retreat Road","Athlone","Co. Westmeath","","Westmeath","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,532,204949,241649,204949,241649
238,"63191O","St Aloysius College","The Park","Athlone","Co Westmeath","","Westmeath","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",42,291,203662,241078,203662,241078
239,"63210P","Our Lady's Bower","Retreat Rd.","Athlone","Co Westmeath","","Westmeath","Girls","Mixed","No subjects taught through Irish","N","CATHOLIC",692,0,205225,241349,205225,241349
240,"63211R","St Joseph's College","Summerhill","Athlone","Co Westmeath","","Westmeath","Girls","Day","No subjects taught through Irish","N","CATHOLIC",286,0,200899,239881,200899,239881
241,"63221U","Meán Scoil an Chlochair","Kilbeggan","Mullingar","Co Westmeath","","Westmeath","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",229,228,233822,235355,233822,235355
242,"63270K","Colaiste Mhuire,","Mullingar","Co. Westmeath","","","Westmeath","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",36,674,243364,253211,243364,253211
243,"63280N","St Finian's College","Mullingar","Co Westmeath","","","Westmeath","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",311,322,242794,254513,242794,254513
244,"63290Q","Loreto College","Mullingar","Co Westmeath","","","Westmeath","Girls","Day","No subjects taught through Irish","N","CATHOLIC",715,0,243409,253481,243409,253481
245,"63300Q","Wilson's Hospital School","Multyfarnham","Co Westmeath","","","Westmeath","Mixed","Mixed","No subjects taught through Irish","N","CHURCH OF IRELAND",227,203,238617,262567,238617,262567
246,"63310T","St Joseph's Secondary School","Rochfortbridge","Co. Westmeath","","","Westmeath","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",425,406,246484,240616,246484,240616
247,"63430G","St. Mary's C.B.S.","Borris Road","Portlaoise","Co. Laois","","Laois","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,639,248401,199943,248401,199943
248,"63451O","Scoil Chriost Ri","Presentation Secondary School","Borris Road","Portlaoise","Co Laois","Laois","Girls","Day","No subjects taught through Irish","N","CATHOLIC",741,0,248439,199941,248439,199941
249,"63550Q","F.C.J. Secondary School","Bunclody","Enniscorthy","Co Wexford","","Wexford","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",387,380,291649,156942,291649,156942
250,"63560T","St. Mary's C.B.S.","Millpark Road","Enniscorthy","Co Wexford","","Wexford","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,653,297220,139365,297220,139365
251,"63570W","Coláiste Bride","Enniscorthy","Co Wexford","","","Wexford","Girls","Day","No subjects taught through Irish","N","CATHOLIC",682,0,297890,139976,297890,139976
252,"63600F","Christian Brothers Secondary School","Mountgarrett","New Ross","Co Wexford","","Wexford","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",81,192,272136,127924,272136,127924
253,"63610I","Good Counsel College","New Ross","Co Wexford","","","Wexford","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,816,272788,127632,272788,127632
254,"63620L","St. Mary's Secondary School","Irishtown","New Ross","Co Wexford","","Wexford","Girls","Day","No subjects taught through Irish","N","CATHOLIC",595,0,272821,128039,272821,128039
255,"63630O","Our Lady of Lourdes Secondary School","Rosbercon","New Ross","Co Wexford","","Wexford","Girls","Day","No subjects taught through Irish","N","CATHOLIC",365,0,271306,127885,271306,127885
256,"63640R","Christian Brothers Secondary School","Thomas St","Wexford","","","Wexford","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,596,304794,121274,304794,121274
257,"63650U","St Peter's College","Secondary School","Summerhill","Wexford","","Wexford","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,748,304185,121430,304185,121430
258,"63660A","Loreto Secondary School","Spawell Road","Wexford","Co Wexford","","Wexford","Girls","Day","No subjects taught through Irish","N","CATHOLIC",723,0,304055,122401,304055,122401
259,"63661C","Presentation Secondary School","Grogan's Road","Wexford","Co. Wexford","","Wexford","Girls","Day","No subjects taught through Irish","N","CATHOLIC",777,0,304709,121549,304709,121549
260,"63710M","Mercy Secondary School","Ballymahon","Co Longford","","","Longford","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",262,274,215625,257495,215625,257495
261,"63730S","Cnoc Mhuire","Granard","Longford","","","Longford","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",219,225,233754,281303,233754,281303
262,"63750B","St. Mel's College","Longford","Co. Longford","","","Longford","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,425,213661,275484,213661,275484
263,"63760E","Meán Scoil Muire","Convent Road","Longford Town","Co. Longford","","Longford","Girls","Day","No subjects taught through Irish","N","CATHOLIC",557,0,213539,275092,213539,275092
264,"63840C","St. Joseph's C.B.S.","Newfoundwell Rd","Drogheda","Co Louth","","Louth","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,642,310200,276225,310200,276225
265,"63841E","St Mary's Diocesan School","Beamore Road","Drogheda","Co. Louth","","Louth","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,747,309168,274449,309168,274449
266,"63850F","Our Ladys College","Greenhills","Drogheda","Co Louth","","Louth","Girls","Day","No subjects taught through Irish","N","CATHOLIC",978,0,310500,275804,310500,275804
267,"63860I","Sacred Heart Secondary School","Sunnyside","Drogheda","Co Louth","","Louth","Girls","Day","No subjects taught through Irish","N","CATHOLIC",593,0,309460,274761,309460,274761
268,"63870L","Drogheda Grammar School","Mornington Rd","Drogheda","Co Louth","","Louth","Mixed","Mixed","No subjects taught through Irish","Y","QUAKER",124,164,312032,275663,312032,275663
269,"63880O","Colaiste Rís","Sraid an tSéipéil","Dún Dealgan","Co Lú","","Louth","Mixed","Day","Some pupils taught all subjects through Irish","N","CATHOLIC",176,406,304913,307637,304913,307637
270,"63890R","St Mary's College","Nicholas Street","Dundalk","Co Louth","","Louth","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",227,452,304925,307826,304925,307826
271,"63891T","De La Salle College","Castleblaney Road","Dundalk","Co. Louth","","Louth","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",6,744,303218,308673,303218,308673
272,"63900R","St Vincent's Secondary School","Seatown Place","Dundalk","Co. Louth","","Louth","Girls","Day","No subjects taught through Irish","N","CATHOLIC",924,0,305478,307431,305478,307431
273,"63910U","St Louis Secondary School","Dun Lughaidh","Dundalk","Co Louth","","Louth","Girls","Day","No subjects taught through Irish","N","CATHOLIC",600,0,303127,308656,303127,308656
274,"63920A","Dundalk Grammar School","The Crescent","Dundalk","Co Louth","","Louth","Mixed","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",218,331,304291,306523,304291,306523
275,"64130W","Scoil Pól","Kilfinane","Co. Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",114,110,167934,123378,167934,123378
276,"64150F","Glenstal Abbey School","Murroe","Co Limerick","","","Limerick","Boys","Boarding","No subjects taught through Irish","Y","CATHOLIC",0,205,173855,156753,173855,156753
277,"64170L","Scoil Mhuire & Íde","Newcastle West","Co Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",229,167,127934,133223,127934,133223
278,"64180O","Salesian Secondary College","Pallaskenry","Co Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",288,293,142021,155412,142021,155412
279,"64200R","Colaiste Mhichil","Sexton Street","Limerick","","","Limerick","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,433,158011,156583,158011,156583
280,"64201T","Ardscoil Ris","North Circular Rd","Limerick","","","Limerick","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,738,156665,157287,156665,157287
281,"64220A","St Clements College","Laurel Hill College","South Circular Road","Limerick","","Limerick","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,483,156857,156223,156857,156223
282,"64240G","St Munchin's College","Corbally","Limerick","","","Limerick","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,588,158503,159116,158503,159116
283,"64250J","Presentation Secondary School","Sexton Street","Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",451,84,157945,156693,157945,156693
284,"64260M","Laurel Hill Secondary School FCJ","Laurel Hill","South Circular Road","Limerick","","Limerick","Girls","Day","No subjects taught through Irish","N","CATHOLIC",625,0,156772,156126,156772,156126
285,"64270P","Laurel Hill Coláiste FCJ","Cnoc Na Labhras","Luimneach","","","Limerick","Girls","Day","All pupils taught all subjects through Irish","N","CATHOLIC",404,0,156827,156141,156827,156141
286,"64280S","Salesian Secondary School","Fernbank","North Circular Road","Limerick","","Limerick","Girls","Day","No subjects taught through Irish","N","CATHOLIC",295,0,156828,157212,156828,157212
287,"64290V","Ardscoil Mhuire","Corbally","Limerick","","","Limerick","Girls","Day","No subjects taught through Irish","N","CATHOLIC",335,0,158477,157785,158477,157785
288,"64300V","Scoil Carmel","O'Connell Avenue","Limerick","","","Limerick","Girls","Day","No subjects taught through Irish","N","CATHOLIC",218,0,156962,155737,156962,155737
289,"64310B","Villiers Secondary School","North Circular Road","Limerick","","","Limerick","Mixed","Mixed","No subjects taught through Irish","Y","CHURCH OF IRELAND",348,250,155558,156889,155558,156889
290,"64350N","St Patrick's Classical School","Moatlands","Navan","Co Meath","","Meath","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,879,286161,267746,286161,267746
291,"64360Q","St. Joseph's Secondary School, Navan,","Brew's Hill","Navan","Co Meath","","Meath","Girls","Day","No subjects taught through Irish","N","CATHOLIC",661,0,286738,267489,286738,267489
292,"64370T","Loreto Secondary School","St Michaels","Navan","Co Meath","","Meath","Girls","Day","No subjects taught through Irish","N","CATHOLIC",777,0,287555,267799,287555,267799
293,"64410F","Eureka Secondary School","Kells","Co. Meath","","","Meath","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",710,3,274510,275652,274510,275652
294,"64420I","Franciscan College","Gormanstown","Co Meath","","","Meath","Mixed","Mixed","No subjects taught through Irish","Y","CATHOLIC",22,186,316744,266386,316744,266386
295,"64450R","Scoil Mhuire","Convent Of Mercy","Trim","Co Meath","","Meath","Girls","Day","No subjects taught through Irish","N","CATHOLIC",659,0,280268,256502,280268,256502
296,"64500G","Balla Secondary School","Balla","Castlebar","Co Mayo","","Mayo","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",108,133,125096,284731,125096,284731
297,"64510J","St Muredachs College","Sligo Road","Ballina","Co Mayo","","Mayo","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,415,125221,319091,125221,319091
298,"64520M","St. Mary's Secondary School","Convent of Mercy","Ballina","Co Mayo","","Mayo","Girls","Day","No subjects taught through Irish","N","CATHOLIC",591,0,124053,319292,124053,319292
299,"64570E","Our Lady's Secondary School","Belmullet","Co Mayo","","","Mayo","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",151,142,70635,331233,70635,331233
300,"64580H","St. Geralds College","Newport Road","Castlebar","Co. Mayo","","Mayo","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,483,113973,290545,113973,290545
301,"64590K","St Joseph's Secondary School","Castlebar","Co Mayo","","","Mayo","Girls","Day","No subjects taught through Irish","N","CATHOLIC",398,0,115072,290351,115072,290351
302,"64600K","St Josephs Secondary School","Charlestown","Co. Mayo","","","Mayo","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",111,98,147445,301506,147445,301506
303,"64610N","Coláiste Cholmáin","Claremorris","Co Mayo","","","Mayo","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,391,135346,276628,135346,276628
304,"64620Q","Mount St Michael","Convent of Mercy","Claremorris","Co Mayo","","Mayo","Girls","Day","No subjects taught through Irish","N","CATHOLIC",485,0,133965,276294,133965,276294
305,"64630T","Jesus & Mary Secondary School","Gortnor Abbey","Crossmolina","Co Mayo","","Mayo","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",242,227,115072,317259,115072,317259
306,"64640W","St Joseph's Secondary School","Foxford","Co Mayo","","","Mayo","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",181,195,127136,304184,127136,304184
307,"64660F","Sancta Maria College","Louisburgh","Co Mayo","","","Mayo","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",160,179,80981,280947,80981,280947
308,"64690O","Scoil Muire Agus Padraig","Swinford","Co Mayo","","","Mayo","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",199,180,137481,299604,137481,299604
309,"64691Q","Coláiste Mhuire","Tuar Mhic Éadaigh","Co Mhaigh Eo","","","Mayo","Mixed","Day","All pupils taught all subjects through Irish","N","CATHOLIC",85,70,110795,269251,110795,269251
310,"64700O","Rice College","Castlebar Road","Westport","Co Mayo","","Mayo","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,556,100374,284555,100374,284555
311,"64710R","Sacred Heart School","Westport","Co Mayo","","","Mayo","Girls","Day","No subjects taught through Irish","N","CATHOLIC",600,0,100100,284577,100100,284577
312,"64750G","Patrician High School","Carrickmacross","Co. Monaghan","","","Monaghan","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,490,284299,304471,284299,304471
313,"64760J","St Louis Secondary School","Carrickmacross","Co. Monaghan","","","Monaghan","Girls","Day","No subjects taught through Irish","N","CATHOLIC",596,0,284199,303484,284199,303484
314,"64770M","Our Lady's Secondary School","Castleblayney","Co. Monaghan","","","Monaghan","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",392,298,282258,319531,282258,319531
315,"64810V","St. Macartan's College","Monaghan","Co. Monaghan","","","Monaghan","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,656,268112,335514,268112,335514
316,"64820B","St. Louis Secondary School","Monaghan","Co. Monaghan","","","Monaghan","Girls","Day","No subjects taught through Irish","N","CATHOLIC",457,0,266954,333460,266954,333460
317,"64830E","Monaghan Collegiate School","Corlatt","Monaghan","Co Monaghan","","Monaghan","Mixed","Day","No subjects taught through Irish","Y","CHURCH OF IRELAND",112,141,269195,333018,269195,333018
318,"64880T","Scoil na mBraithre","Dungarvan","Co Waterford","","","Waterford","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",9,289,225902,92813,225902,92813
319,"64890W","St Augustines College","Abbeyside","Dungarvan","Co Waterford","","Waterford","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",306,363,227982,94320,227982,94320
320,"64900W","Ard Scoil na nDeise","Convent Rd","Dungarvan","Co Waterford","","Waterford","Girls","Day","No subjects taught through Irish","N","CATHOLIC",359,0,226153,92849,226153,92849
321,"64922J","Stella Maris","Pond Rd","Tramore","Co Waterford","","Waterford","Girls","Day","No subjects taught through Irish","N","CATHOLIC",467,0,258183,101686,258183,101686
322,"64923L","C.B.S. Tramore, Co. Waterford","St Otterans Tce","Tramore","Co Waterford","","Waterford","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,503,258029,101958,258029,101958
323,"64930I","C.B.S. Mount Sion, Waterford","Barrack Street","Waterford","","","Waterford","Boys","Day","No subjects taught through Irish","N","CATHOLIC",0,187,260356,111910,260356,111910
