"AIRO_ID","Roll_No","Off_Name","Add_1","Add_2","Add_3","Add_4","County","Gender","Pupil_Att","Irish_Lan","Fee","Ethos","F_13_14","M_13_14","xcoord","ycoord","Long","Lat"
614,"76098W","Colaiste Pobail Setanta","Phibblestown Community College","Phibblestown","Dublin 15","","Dublin","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",376,395,304089,239756,304089,239756
615,"76099B","Coláiste Chill Mhantáin","Burkeen","Wicklow Town","Co Wicklow","","Wicklow","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",205,590,329721.14,194556.32,329721.14,194556.32
616,"76101I","GAELCHOLÁISTE LUIMNIGH","MEAL SIOR ANRAÍ","LUIMNEACH","","","Limerick","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",305,204,158109,157414,158109,157414
617,"76102K","Coláiste an Eachréidh","An Coiléar Bán","Baile Átha an Rí","Co na Gaillimhe","","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",72,67,150128,228221,150128,228221
618,"76103M","Colaiste na hInse","Bettystown","Co Meath","","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",305,454,316039,273459,316039,273459
619,"76104O","Donabate Community College","Olive Laffoy, Principal","Donabate Community College","Portrane Road","Donabate, Co. Dublin","Dublin","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",322,410,323289,250450,323289,250450
620,"76105Q","Colaiste Na Sionna","Banagher","Banagher","","","Offaly","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",229,300,201206,215138,201206,215138
621,"76106S","Gaelcholáiste na Mara","Pairc Na bPiarsach","Bothar an Ghleanntain","Arklow","Co.Wicklow","Wicklow","Mixed","Day","All pupils taught all subjects through Irish","N","MULTI DENOMINATIONAL",66,110,323601,173728,323601,173728
622,"76107U","Gaelcholáiste Chineál Eoghain","Muileann Thulaigh Gharbháin","Bun Cranncha","Co. Dhún na nGall","","Donegal","Mixed","Day","All pupils taught all subjects through Irish","N","MULTI DENOMINATIONAL",13,27,234951,433120,234951,433120
623,"76127D","Creagh College","Carnew Road","Gorey","Co. Wexford","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",114,144,314199.06,159897.74,314199.06,159897.75
624,"76129H","Ardgillan Community College","Castlelands","Balbriggan","","Co Dublin","Dublin","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",153,392,320632,262796,320632,262796
625,"76130P","Luttrellstown Community College","Luttrellstown Community College","Mill Road","Blanchardstown","Dublin 15","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",182,244,308314,238917,308314,238917
626,"76150V","Coláiste Pobail Acla","Achill Sound","Westport","Co. Mayo","","Mayo","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",97,127,74377.92,299789.06,74377.92,299789.06
627,"76173K","Colaiste na Mí, Navan, Co. Meath","Navan","Navan","","","Meath","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",18,69,288820.37,266291.77,288820.37,266291.76
628,"76213T","Lusk Community College","Raheny Lane","Rathmore Road","Lusk","Co. Dublin","Dublin","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",46,60,322256.4,254752.43,322256.4,254752.43
629,"76233C","Coláiste Bhaile Chláir","Claregalway","Co. Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",72,90,137166.04,233450.65,137166.04,233450.66
630,"81001I","Newpark Comprehensive School","Newtown Park Avenue","Blackrock","Co Dublin","","Dublin","Mixed","Day","No subjects taught through Irish","N","CHURCH OF IRELAND",377,465,321872,228141,321872,228141
631,"81002K","Mount Temple Comprehensive School","Malahide Road","Dublin 3","","","Dublin","Mixed","Day","No subjects taught through Irish","N","CHURCH OF IRELAND",411,469,318352,236834,318352,236834
632,"81005Q","St Aidans Comprehensive School","Cootehill","Co Cavan","","","Cavan","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",243,250,261365,313432,261365,313432
633,"81006S","Tarbert Comprehensive School","Tarbert","Listowel","Co Kerry","","Kerry","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",273,355,106233,147863,106233,147863
634,"81007U","Shannon Comprehensive School","Shannon","Co Clare","","","Clare","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",345,343,140589,161842,140589,161842
635,"81008W","Ashton School","Blackrock Road","Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","CHURCH OF IRELAND",229,283,168930,71280,168930,71280
636,"81009B","Boherbue Comprehensive School","Boherbue","Mallow","Co Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",179,185,127382,101321,127382,101321
637,"81010J","St Columba's Comprehensive School","Glenties","Co Donegal","","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",174,217,181650,394671,181650,394671
638,"81011L","The Royal and Prior School","Raphoe","Co Donegal","","","Donegal","Mixed","Mixed","No subjects taught through Irish","N","CHURCH OF IRELAND",275,269,226349,403226,226349,403226
639,"81012N","Scoil Chuimsitheach Chiaráin","An Cheathrú Rua","Co na Gaillimhe","","","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",135,167,93427,224705,93427,224705
640,"81013P","St. Clare's Comprehensive School","Manorhamilton","Co. Leitrim","","","Leitrim","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",217,264,188527,339250,188527,339250
641,"81014R","Crescent College Comprehensive","Dooradoyle Rd","Dooradoyle","Limerick","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",388,503,156664,154087,156664,154087
642,"81016V","East Glendalough School","Station Road","Wicklow Town","","","Wicklow","Mixed","Day","No subjects taught through Irish","N","CHURCH OF IRELAND",187,213,330727,194713,330727,194713
643,"81017A","TRINITY COMPREHENSIVE SCHOOL","BALLYMUN ROAD","DUBLIN 9","","","Dublin","Mixed","Day","No subjects taught through Irish","N","CATHOLIC",198,197,315652,239495,315652,239495
644,"91301D","Holy Family Community School","Kilteel Road","Rathcoole","Co Dublin","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",376,492,301443,226216,301443,226216
645,"91302F","Phobailscoil Iosolde","Palmerstown","Dublin 20","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",224,312,308139,234340,308139,234340
646,"91305L","Ballinteer Community School","Ballinteer","Dublin 16","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",153,207,316221,227068,316221,227068
647,"91310E","Cabinteely Community School","Cabinteely","Dublin 18","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",247,278,323748,225086,323748,225086
648,"91315O","Scoil Phobail Chuil Mhin","Cluain Saileach","Baile Atha Cliath 15","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",510,580,306786,238793,306786,238793
649,"91316Q","Blakestown Community School","Blanchardstown","Dublin 15","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",248,261,306256,239595,306256,239595
650,"91318U","The Donahies Community School","Streamville Road","Dublin 13","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",218,304,321582,239639,321582,239639
651,"91324P","Portmarnock Community School","Carrickhill Road","Portmarnock","Co Dublin","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",385,479,323821,243985,323821,243985
652,"91325R","Malahide Community School","Broomfield","Malahide","Co. Dublin","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",588,628,322824,244694,322824,244694
653,"91330K","Holy Child Community School","Pearse St","Sallynoggin","Co Dublin","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",107,166,324357,226662,324357,226662
654,"91332O","St Marks Community School","Cookstown Rd","Tallaght","Dublin 24","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",404,467,307484,227971,307484,227971
655,"91335U","Tallaght Community School","Balrothery","Tallaght","Dublin 24","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",314,436,310833,228418,310833,228418
656,"91336W","Old Bawn Community School","Old Bawn","Tallaght","Dublin 24","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",331,492,308717,227116,308717,227116
657,"91337B","Killinarden Community School","Killinarden","Tallaght","Dublin 24","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",220,246,306960,226255,306960,226255
658,"91338D","St Aidan's Community School","Brookfield","Tallaght","Dublin 24","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",226,273,305920,227402,305920,227402
659,"91339F","Hartstown Community School","Clonsilla","Dublin 15","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",489,602,305411,239585,305411,239585
660,"91342R","Pobalscoil Neasáin","Baldoyle","Dublin 13","","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",202,449,324378,239587,324378,239587
661,"91343T","St. Tiernan's Community School","Parkvale","Balally","Dublin 16","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",158,210,317509,227114,317509,227114
662,"91344V","Rosmini Community School","Grace Park Road","Drumcondra","Dublin 9","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",91,157,316860,237079,316860,237079
663,"91351S","Bailieborough Community School","Bailieborough","Co Cavan","","","Cavan","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",284,301,267478,296423,267478,296423
664,"91356F","Tullow Community School","The Mullawn","Tullow","Co. Carlow","","Carlow","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",319,298,285554,172768,285554,172768
665,"91360T","Community School","Castlecomer","Co Kilkenny","","","Kilkenny","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",287,319,252946,172770,252946,172770
666,"91371B","Leixlip Community School","Celbridge Road","Leixlip","Co. Kildare","","Kildare","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",296,376,299956,235879,299956,235879
667,"91372D","Scoil Mhuire Community School","Clane","Naas","Co Kildare","","Kildare","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",502,507,286891,227658,286891,227658
668,"91376L","St. Kilian's Community School","Ballywaltrim","Bray","Co. Wicklow","","Wicklow","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",240,248,325271,216592,325271,216592
669,"91386O","Ballincollig Community School","Innishmore","Ballincollig","Co Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",354,403,158612,71026,158612,71026
670,"91387Q","Beara Community School","Castletownbere","Beara","Co Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",145,182,67600,45577,67600,45577
671,"91388S","Carrigaline Community School","Waterpark","Carrigaline","Co Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",506,483,173380,62839,173380,62839
672,"91390F","Millstreet Community School","Millstreet Town","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",129,123,126736,90522,126736,90522
673,"91391H","St Peter's Community School","Passage West","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",154,142,176628,68156,176628,68156
674,"91396R","Douglas Community School","Clermont Avenue","Douglas","Cork","","Cork","Boys","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",0,563,169587,69643,169587,69643
675,"91397T","Bishopstown Community School","Bishopstown","Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",100,132,163836,70263,163836,70263
676,"91400F","Mayfield Community School","Old Youghal Road","Mayfield","Cork","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",79,235,169525,73407,169525,73407
677,"91406R","Carndonagh Community School","Carndonagh","Lifford","Co Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",504,485,246480,444954,246480,444954
678,"91407T","Rosses Community School","Dungloe","Co. Donegal","","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",245,280,177489,411369,177489,411369
679,"91408V","Pobalscoil Chloich Cheannfhaola","An Fálcarrach","Leitir Ceanainn","Co. Dhún na nGall","","Donegal","Mixed","Day","Some pupils taught some subjects through Irish","N","INTER DENOMINATIONAL",234,202,193692,432735,193692,432735
680,"91409A","Pobalscoil Ghaoth Dobhair","Doirí Beaga","Leitir Ceannain","Tir Chonaill","","Donegal","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",156,188,182262,427736,182262,427736
681,"91411K","Scoil Phobail Mhic Dara","Carna","Co na Gaillimhe","","","Galway","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",63,51,78875,231919,78875,231919
682,"91412M","Scoil Phobail","Clifden","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",198,225,65794,249481,65794,249481
683,"91413O","Portumna Community School","Portumna","Co. Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",210,239,185300,204816,185300,204816
684,"91414Q","Dunmore Community School","Dunmore","Co Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",150,157,151127,263203,151127,263203
685,"91426A","Mountmellick Community School","Mountmellick","Co Laois","","","Laois","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",193,227,245073,207679,245073,207679
686,"91427C","Heywood Community School","Ballinakill","Portlaoise","Co. Laois","","Laois","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",327,358,247207,181813,247207,181813
687,"91431Q","Ramsgrange Community School","Ramsgrange","New Ross","Co Wexford","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",171,184,274078,110913,274078,110913
688,"91436D","Moyne Community School","Moyne","Co Longford","","","Longford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",280,325,223180,295485,223180,295485
689,"91441T","Ardee Community School","Ardee","Co Louth","","","Louth","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",350,371,295717,290045,295717,290045
690,"91446G","St Endas Community School","Kilmallock Rd","Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",30,51,159491,155218,159491,155218
691,"91447I","St Caimin's Community School","Tullyvarraga","Shannon","","","Clare","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",334,387,141797,161948,141797,161948
692,"91448K","Kilrush Community School","Kilrush","Co Clare","","","Clare","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",187,224,99631,155545,99631,155545
693,"91456J","St Ciaran's Community School","Navan Rd","Kells","Co Meath","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",101,530,274531,275513,274531,275513
694,"91461C","Ballyhaunis Community School","Knock Road","Ballyhaunis","Co.Mayo","","Mayo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",246,268,148575,279857,148575,279857
695,"91462E","Ballinrobe Community School","Convent Road","Ballinrobe","Co Mayo","","Mayo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",269,316,119812,264350,119812,264350
696,"91491L","St.Brendan's Community School","Birr","Co Offaly","","","Offaly","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",431,469,205647,206031,205647,206031
697,"91492N","Gorey Community School","Esmonde Street","Gorey","Co. Wexford","","Wexford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",751,767,315892,159405,315892,159405
698,"91493P","Castlerea Community School","Castlerea","Co. Roscommon","","","Roscommon","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",225,207,168164,279659,168164,279659
699,"91494R","St Louis Community School","Kiltimagh","Co Mayo","","","Mayo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",372,305,134088,289218,134088,289218
700,"91495T","Ashbourne Community School","Deerpark","Ashbourne","Co Meath","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",484,582,306995,251646,306995,251646
701,"91496V","Community School","Carrick-On-Shannon","Leitrim","","","Leitrim","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",295,284,194454,299961,194454,299961
702,"91497A","Cashel Community School","Dualla Road","Cashel","Co Tipperary","","Tipperary","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",356,447,208069,140803,208069,140803
703,"91498C","Gort Community School","Gort","Co. Galway","","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",294,382,145646,201466,145646,201466
704,"91499E","Kinsale Community School","Kinsale","Co Cork","","","Cork","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",431,367,163445,50276,163445,50276
705,"91500J","Loreto Community School","Milford","Co Donegal","","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",375,381,218629,426887,218629,426887
706,"91501L","Moate Community School","Church Street","Moate","Co Westmeath","","Westmeath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",676,571,218270,238502,218270,238502
707,"91502N","John The Baptist Community School","Hospital","Co Limerick","","","Limerick","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",440,483,170504,135820,170504,135820
708,"91503P","Pobalscoil Inbhear Sceine","Kenmare","Co. Kerry","","","Kerry","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",230,252,91087,71183,91087,71183
709,"91504R","Scoil Phobail Sliabh Luachra","Rathmore","Co. Kerry","","","Kerry","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",204,232,114588,92572,114588,92572
710,"91505T","St Wolstan's Community School","Ballymakeely","Clane Rd","Celbridge","Co Kildare","Kildare","Girls","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",774,0,295851,232462,295851,232462
711,"91506V","Coláiste Cholmcille","College St","Ballyshannon","Co Donegal","","Donegal","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",335,319,188109,361662,188109,361662
712,"91508C","Boyne Community School","Trim","Co. Meath","","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",134,619,280629,256301,280629,256301
713,"91509E","BLACKWATER COMMUNITY SCHOOL","Ballyanchor Road","Lismore","Co Waterford","","Waterford","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",371,389,204139,98085,204139,98085
714,"91510M","St. Colmcille's Community School","Scholarstown Rd","Knocklyon","Dublin 16","","Dublin","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",340,379,312459,226671,312459,226671
715,"91511O","Pobalscoil Chorca Dhuibhne","An Grobh","An Daingean","Co. Chiarraí","","Kerry","Mixed","Day","All pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",226,222,44842,101415,44842,101415
716,"91512Q","St Attracta's Community School","Tubbercurry","Co. Sligo","","","Sligo","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",287,314,150272,311845,150272,311845
717,"91513S","Pobalscoil na Tríonóide","Frogmore","Youghal","Co. Cork","","Cork","Mixed","Day","Some pupils taught all subjects through Irish","N","INTER DENOMINATIONAL",412,428,208761,77649,208761,77649
718,"91514U","GLENAMADDY COMMUNITY SCHOOL","GLENAMADDY","CO GALWAY","","","Galway","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",217,207,162648,262083,162648,262083
719,"91515W","GALLEN COMMUNITY SCHOOL","FERBANE","CO OFFALY","","","Offaly","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",197,185,211470,224321,211470,224321
720,"91517D","ATHBOY COMMUNITY SCHOOL","ATHBOY","CO MEATH","","","Meath","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",218,341,271958,264413,271958,264413
721,"91519H","BALLINAMORE COMMUNITY SCHOOL","BALLINAMORE","CO LEITRIM","","","Leitrim","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",133,151,213664.55,312223.36,213664.55,312223.37
722,"91530S","KILDARE TOWN COMMUNITY SCHOOL","KILDARE","CO KILDARE","","","Kildare","Mixed","Day","No subjects taught through Irish","N","MULTI DENOMINATIONAL",320,355,272736.32,213845.55,272736.33,213845.55
723,"91550B","MOUNTRATH COMMUNITY SCHOOL","Dysartbeigh","Mountrath","Co. Laois","","Laois","Mixed","Day","No subjects taught through Irish","N","INTER DENOMINATIONAL",373,369,234826,193964,234826,193964
